uid,lat_fixed,lon_fixed,date,sat_date,abun,sensor,B2,B3,B4,B5,NDCI,NDWI
hzba,35.85943072485584,-78.75316024803836,20130423,2013-04-21,0.8209999799728394,L8,8439,9347,8488,18433,0.3694142,-0.32706985
drnk,35.1540009382007,-78.72482266084371,20140813,2014-08-14,8.067999839782715,L8,7759,8654,8090,18816,0.39864713,-0.36993083
nlgw,35.89961614354949,-79.07479966612446,20170124,2017-01-29,11.20300006866455,S2,184,280,313,458,0.18806745,-0.46462715
jlfo,35.62844483118629,-79.30762270942803,20150506,2015-05-04,6.293000221252441,L8,7868,8879,8192,17768,0.3688752,-0.3335835
uhck,35.61000198922924,-78.99898603001378,20210615,2021-06-17,2.2339999675750732,S2,259,433,360,772,0.36395758,-0.6957133
gbtp,35.68835731294038,-78.69449631457923,20160713,2016-07-13,8.395999908447266,S2,190,393,261,718,0.46680287,-0.749522
pjsk,35.70820923083034,-79.1594690769273,20160511,2016-05-14,2.759000062942505,S2,263,538,296,902,0.50584304,-0.73768896
oynl,35.70818247622401,-79.15951812703888,20160511,2016-05-14,12.706999778747559,S2,263,538,296,902,0.50584304,-0.73768896
zsxj,36.499998427587556,-79.06391054135194,20170613,2017-06-10,1.5210000276565552,L8,8608,9465,8971,17704,0.3273852,-0.30325
mwnz,36.499998427587556,-79.06396405056459,20170613,2017-06-10,15.652999877929688,L8,8588,9640,9553,17986,0.30622026,-0.3021067
ctgr,35.64470717272821,-79.27741675889199,20190822,2019-08-22,4.468999862670898,S2,318,432,227,650,0.48232612,-0.731677
nfuu,35.64657107696855,-79.27395649647453,20180711,2018-07-08,0.2540000081062317,S2,235,375,233,620,0.45369285,-0.7408431
bqtz,35.64654432236223,-79.27400554658611,20180711,2018-07-08,1.2630000114440918,S2,235,375,233,620,0.45369285,-0.7408431
gzvh,35.86203929897211,-78.7740377591706,20140505,NONE,0.7260000109672546,NONE,0,,,,0,0
chek,35.6279944619799,-79.30846102042608,20150610,NONE,16.458999633789062,NONE,0,,,,0,0
totx,35.637041978017336,-79.29165466855565,20151012,2015-10-11,11.791999816894531,L8,7587,8071,7777,13865,0.28130487,-0.26413202
qiws,35.47799922074408,-79.05748497673393,20160713,2016-07-13,16.458999633789062,S2,477,971,714,1565,0.3734094,-0.61643296
qifv,35.68103546901063,-79.20994164175124,20170214,2017-02-08,1.694000005722046,S2,362,497,818,1073,0.13484928,-0.5302457
npkm,35.681062223616955,-79.20989259163966,20170214,2017-02-08,2.3919999599456787,S2,362,497,818,1073,0.13484928,-0.5302457
mbhj,35.671880934547914,-79.22694419406804,20141230,2014-12-27,0.28999999165534973,L8,8541,9022,9629,13677,0.17368917,-0.20507511
ahgo,36.349998727250686,-79.11383909584738,20191120,2019-11-25,14.52299976348877,S2,515,973,1051,1819,0.26759583,-0.59851456
dkdt,35.87169771185386,-78.85134073503313,20181206,2018-12-05,0.7260000109672546,S2,497,604,952,1140,0.089866154,-0.5783595
aqpf,35.680932909686405,-79.2101378421976,20170214,2017-02-08,1.1619999408721924,S2,315,484,785,1049,0.14394766,-0.5537114
tpxh,35.69043079493024,-79.19248872022806,20190516,2019-05-19,1.815000057220459,S2,218,443,225,757,0.5417515,-0.75313455
eswi,35.69045754953656,-79.19243967011647,20190516,2019-05-19,0.7749999761581421,S2,211,420,225,745,0.53608245,-0.75243145
bwza,35.86418412657881,-78.79118746182215,20150520,2015-05-20,1.9609999656677246,L8,9959,11019,11280,17290,0.21036051,-0.22151966
vryl,35.72481938225442,-79.12862101583957,20180806,2018-08-07,6.926000118255615,S2,472,778,593,1216,0.34438917,-0.61002505
rihk,35.91269468693925,-79.17944139054568,20140225,NONE,2.562999963760376,NONE,0,,,,0,0
knhh,36.169998195026245,-79.05521083519668,20200527,2020-06-02,11.295000076293945,S2,571,892,824,1563,0.30959362,-0.64923316
hasl,35.671644602192075,-79.22739010417338,20150211,NONE,19.804000854492188,NONE,0,,,,0,0
jhjh,35.62823525343678,-79.30801511032074,20150520,2015-05-20,10.788000106811523,L8,7831,8702,8130,18763,0.3953817,-0.36632076
otea,35.98000035823997,-78.77503213870551,20170615,2017-06-18,2.9049999713897705,S2,5839,4923,3786,4058,0.034676187,-0.10311532
cqap,35.6807991366548,-79.21038309275554,20170321,NONE,0.1120000034570694,NONE,0,,,,0,0
jdqe,35.68082589126112,-79.21033404264395,20170321,NONE,0.1940000057220459,NONE,0,,,,0,0
wdcr,35.71632925384865,-79.1443928562656,20130611,2013-06-15,1.1299999952316284,L8,8111,9065,8342,23738,0.4799252,-0.44730666
hydu,35.85933708373372,-78.75241557816244,20130423,2013-04-21,3.5360000133514404,L8,8347,9216,8382,18053,0.36584073,-0.32406762
fkdo,35.056997653884046,-79.11734840837644,20201209,2020-12-09,0.3630000054836273,S2,1001,1101,1229,1495,0.09765051,-0.34890598
rciz,35.056997653884046,-79.11729935826486,20201209,2020-12-09,0.4359999895095825,S2,1001,1101,1229,1495,0.09765051,-0.34890598
gjpl,35.66317676929158,-79.24310843538677,20190410,2019-04-04,7.01200008392334,S2,560,922,849,1556,0.29397088,-0.5863616
jvjp,35.66315447378632,-79.24316194459942,20190410,2019-04-04,0.43799999356269836,S2,560,922,849,1556,0.29397088,-0.5863616
zppv,35.573000368687744,-78.93535465798111,20130722,2013-07-17,3.3889999389648438,L8,7704,8647,8073,18559,0.39373687,-0.3643314
frkm,35.724578590797535,-79.1290669259449,20160720,2016-07-13,8.32699966430664,S2,547,964,718,1462,0.3412844,-0.5957224
atnr,35.624761613716146,-78.70593390878132,20160511,2016-05-14,6.051000118255615,S2,166,416,180,777,0.6238245,-0.83343345
tbry,35.67140381073519,-79.22783601427872,20150324,2015-04-02,7.624000072479248,L8,8353,9045,9054,15738,0.2696031,-0.27006415
fgnn,35.67143056534151,-79.22778696416714,20150324,2015-04-02,1.5980000495910645,L8,8353,9045,9054,15738,0.2696031,-0.27006415
sipf,35.86890185549336,-78.828969425048,20170418,2017-04-16,3.822000026702881,L8,10482,11895,12169,16901,0.1627795,-0.17384359
bddt,35.69732456515887,-79.17968664110361,20150520,2015-05-20,0.9290000200271606,L8,8193,9108,8583,19630,0.3915571,-0.36613542
fevt,35.79399787599757,-79.01754480859822,20160217,2016-02-16,5.083000183105469,L8,7951,8384,8362,7498,-0.05447667,0.055786423
idyr,35.79399787599757,-79.0175938587098,20160217,2016-02-16,0.7260000109672546,L8,7951,8384,8362,7498,-0.05447667,0.055786423
zzdl,35.71816640348268,-79.1409816439597,20180501,2018-05-09,1.3420000076293945,S2,932,1128,1104,1281,0.07421384,-0.5383671
jkhn,36.160000890464424,-79.1053890993511,20200819,2020-08-26,13.071000099182129,S2,230,336,193,494,0.43813682,-0.76127887
pcao,35.63853577687024,-79.28888556680145,20150506,2015-05-04,13.156000137329102,L8,7999,8818,8622,15487,0.28474844,-0.274388
qmlw,35.868125971910054,-78.82275789728054,20161121,2016-11-20,7.98799991607666,S2,55,146,230,397,0.26634768,-0.6612529
kdqo,36.16059841000557,-79.09826791496874,20150727,NONE,6.310999870300293,NONE,0,,,,0,0
zbno,35.039999560668306,-79.11927919913259,20210921,2021-09-25,1.6460000276565552,S2,971,1370,1503,1916,0.120795555,-0.31602597
iylj,35.98000035823996,-78.76757652174415,20170118,NONE,0.5649999976158142,NONE,0,,,,0,0
yccj,35.6971105283083,-79.18008350109737,20150610,NONE,3.3889999389648438,NONE,0,,,,0,0
adhj,35.690778604812415,-79.19184660967636,20190219,2019-02-18,1.3279999494552612,S2,271,394,470,742,0.22442244,-0.5908619
pqan,35.69080535941873,-79.19179755956478,20190115,2019-01-09,1.2630000114440918,S2,204,352,431,673,0.2192029,-0.62393165
exim,35.71999909401564,-78.7193558029522,20170628,2017-07-03,1.0019999742507935,S2,3932,3798,3767,4519,0.09075549,-0.13818924
rjcd,36.10600117670719,-78.89682802487934,20130513,2013-05-14,6.8460001945495605,L8,8909,10078,9731,20873,0.36407006,-0.3487771
febr,35.88527121546056,-78.95996443669507,20180221,2018-02-18,7.116000175476074,S2,232,317,415,576,0.16246216,-0.5853499
vbfe,35.909216588117566,-79.15160322266902,20210805,2021-08-11,2.9049999713897705,S2,712,952,773,1260,0.23954746,-0.5462345
kbwm,35.63659160881094,-79.2924929795537,20160406,2016-04-14,0.2919999957084656,S2,268,507,364,870,0.41004863,-0.6318083
injy,35.08599964713565,-78.72731083923154,20140813,2014-08-14,8.71399974822998,L8,7911,8532,7930,18061,0.38978878,-0.3583274
gpdo,35.68907522820999,-79.19501257142431,20200311,NONE,0.5809999704360962,NONE,0,,,,0,0
fwky,34.21000032698411,-78.92342210356209,20180807,2018-08-09,4.979000091552734,S2,234,426,233,709,0.50530785,-0.72542703
lcyb,35.869677739076664,-78.8351854119165,20171018,2017-10-25,14.52299976348877,L8,9120,9848,10835,16582,0.20961447,-0.25478622
crfh,35.63635081735405,-79.29293888965904,20160509,2016-05-14,0.10999999940395355,S2,205,471,202,793,0.5939698,-0.77887326
rjds,35.64518875564198,-79.27652939778235,20190516,2019-05-19,8.390999794006348,S2,192,399,220,690,0.51648355,-0.772
ghza,35.70786588004921,-79.16011118747899,20160622,NONE,7.921999931335449,NONE,0,,,,0,0
jcrk,35.87645111357685,-78.88937240791797,20210909,2021-09-05,2.9049999713897705,S2,229,361,206,513,0.42698193,-0.68839014
qmui,36.03000025835226,-78.69126792541653,20201209,2020-12-01,0.25,S2,149,164,164,175,0.032448377,0.41379312
ydkh,35.65469109998688,-79.25888027581283,20140722,NONE,0.3930000066757202,NONE,0,,,,0,0
amwx,35.64606719854951,-79.01961829058807,20160525,NONE,3.740000009536743,NONE,0,,,,0,0
onaz,35.85728589724914,-78.7360105453868,20190829,2019-08-29,4.428999900817871,S2,304,454,229,744,0.52929085,-0.7404973
ptwh,35.7900025214537,-79.02787654573905,20181206,2018-12-05,0.5809999704360962,S2,130,200,191,406,0.360134,-0.72621495
iwuo,35.790002521453694,-79.02792559585065,20181206,2018-12-05,5.84499979019165,S2,130,200,191,406,0.360134,-0.72621495
twdj,35.75999723046505,-79.08141251298673,20200811,2020-08-11,10.581000328063965,S2,253,421,196,766,0.5925156,-0.766759
uoep,35.707732107017605,-79.16035643803693,20160713,2016-07-13,0.7820000052452087,S2,237,575,292,949,0.5294118,-0.76116306
yccl,35.50999772990362,-79.09574852287355,20170725,NONE,17.427000045776367,NONE,0,,,,0,0
fhhq,35.71688664148034,-79.14335388572015,20180730,2018-08-07,1.1540000438690186,S2,314,536,288,713,0.42457542,-0.66172296
bskq,35.88806707182107,-78.98233128757916,20190611,2019-06-03,18.733999252319336,S2,681,826,708,1025,0.18291979,-0.5187882
wfbf,35.64606719854951,-78.67386851310599,20160727,2016-07-20,2.9049999713897705,S2,965,1449,1306,2413,0.29766065,-0.51375836
lxhv,35.63629730814141,-79.29303698988221,20160509,2016-05-14,4.651000022888184,S2,205,471,202,793,0.5939698,-0.77887326
oxsj,35.63627055353509,-79.2930860399938,20160524,2016-05-14,1.878000020980835,S2,205,471,202,793,0.5939698,-0.77887326
obwu,35.88738037025884,-78.97686442968764,20190327,2019-04-04,4.841000080108643,S2,1017,1234,1400,1864,0.14215687,-0.38021094
ykzv,35.62687522761548,-79.310538961517,20151012,2015-10-11,0.19300000369548798,L8,7681,8188,7831,14951,0.31252745,-0.2922771
gzqp,35.976000544595024,-78.71587324502944,20130717,2013-07-26,3.816999912261963,L8,8265,8889,8151,22777,0.4729048,-0.43857765
qtvb,35.62698224604077,-79.31034276107064,20150909,2015-09-09,2.749000072479248,L8,7682,8392,7819,17365,0.3790502,-0.34837133
ywsi,35.63805419395647,-79.28977738701217,20150622,2015-06-21,0.7990000247955322,L8,8042,8723,8742,15142,0.26796183,-0.2689713
unht,35.67105600085303,-79.22847812483042,20150506,2015-05-04,0.7260000109672546,L8,7850,8898,8242,17957,0.3708157,-0.3373301
guku,35.671029246246704,-79.22852717494202,20150506,2015-05-04,1.7790000438690186,L8,7850,8898,8242,17957,0.3708157,-0.3373301
nhnp,35.858066239933486,-78.74222207315425,20140715,2014-07-13,17.535999298095703,L8,8394,9021,8275,20642,0.4276723,-0.39176753
qcln,35.91073714157679,-79.16378548674703,20130515,2013-05-14,8.670999526977539,L8,7841,8861,7927,23783,0.50003153,-0.4571131
zmhr,35.790002521453694,-79.03281722970627,20200518,2020-05-23,14.52299976348877,S2,235,519,213,854,0.6007498,-0.7978185
mvme,34.941003058180755,-79.1018262776094,20160816,NONE,8.229999542236328,NONE,0,,,,0,0
hwqb,35.910054899115615,-79.15831416975445,20130129,NONE,1.7430000305175781,NONE,0,,,,0,0
fhxb,35.88592224421436,-78.9651815849276,20180613,2018-06-03,0.2540000081062317,S2,767,1011,987,1416,0.17852685,-0.41255084
uxdj,35.637920420924864,-79.29002263757009,20150622,2015-06-21,0.2750000059604645,L8,8042,8723,8742,15142,0.26796183,-0.2689713
rtaq,35.63794717553119,-79.28997358745849,20150622,2015-06-21,2.5910000801086426,L8,8042,8723,8742,15142,0.26796183,-0.2689713
xgzi,35.68194066652448,-79.2082605606541,20160810,2016-08-10,7.624000072479248,L8,8283,9692,9046,21645,0.41051123,-0.38143408
dfxc,35.67092222782142,-79.22872337538837,20150520,2015-05-20,14.314000129699707,L8,7819,8904,8136,20103,0.42377564,-0.38607922
dfce,35.670948982427745,-79.22867432527677,20150520,2015-05-20,1.6690000295639038,L8,7819,8904,8136,20103,0.42377564,-0.38607922
rwgl,35.715210019484246,-79.14646633825545,20160722,2016-07-13,1.6699999570846558,S2,253,497,332,754,0.38858196,-0.730915
xmal,35.650000125678645,-78.6830631794782,20210518,2021-05-13,3.63100004196167,S2,378,668,505,1183,0.40165877,-0.68258494
zhfg,35.98000035823997,-78.84289073853685,20211118,2021-11-09,19.9689998626709,S2,62,94,94,321,0.54698795,-0.7753883
udie,35.65673782737041,-79.25507220351318,20130807,2013-08-02,2.759000062942505,L8,10475,13799,13066,23483,0.28501463,-0.25975
gdlj,35.652318858226444,-79.26328140855257,20150723,NONE,8.71399974822998,NONE,0,,,,0,0
mjkg,35.65663080894512,-79.25527286306058,20130821,NONE,0.4359999895095825,NONE,0,,,,0,0
vwzw,35.65660405433881,-79.25532191317218,20130821,NONE,0.7620000243186951,NONE,0,,,,0,0
qpis,35.33999896134203,-79.04641302881822,20210929,2021-09-25,3.8440001010894775,S2,182,351,273,711,0.44512194,-0.7621145
fzxa,35.8684381089838,-78.82524161656731,20170124,2017-01-29,3.63100004196167,S2,863,1040,1164,1256,0.038016528,-0.09839618
dagq,35.634090053119955,-79.29714382195243,20150723,NONE,10.956999778747559,NONE,0,,,,0,0
symv,35.98000035823996,-78.79814811856657,20181130,2018-11-20,3.049999952316284,S2,232,346,313,529,0.25653207,-0.6796296
pyqz,35.63959704292096,-79.28691018503478,20171115,2017-11-20,0.7820000052452087,S2,190,292,326,620,0.31078225,-0.7343039
ghth,34.97999789689314,-77.80000510235904,20180709,2018-07-10,0.14499999582767487,S2,305,476,444,891,0.33483145,-0.70268583
onvh,34.97999789689314,-77.80000510235904,20180604,2018-06-06,3.5940001010894775,L8,8185,8896,8799,16623,0.30776492,-0.302794
vjct,35.8100015896784,-78.88116766197963,20170706,2017-07-03,1.565000057220459,S2,568,801,778,1335,0.26360625,-0.58965164
sijl,35.85818663566193,-78.74321645268918,20130410,2013-04-02,3.558000087738037,L8,9112,9685,10351,15312,0.19331333,-0.22510701
sgis,35.86912035144498,-78.83070847445885,20170517,NONE,1.694000005722046,NONE,0,,,,0,0
lxbn,35.68835731294039,-78.6989732520369,20160831,2016-08-22,9.003999710083008,S2,130,222,128,355,0.4699793,-0.7267692
kmsj,35.61000198922924,-79.00023011920769,20210713,2021-07-07,1.9359999895095825,L8,8409,10212,9891,15166,0.21052001,-0.19520845
xrxk,35.86980259390616,-78.83617979145141,20171115,2017-11-20,5.809000015258789,S2,505,783,1282,1503,0.07935368,-0.47112462
ikpm,35.66546874723306,-79.23885891208285,20170920,2017-09-21,5.446000099182129,S2,515,781,706,1259,0.28142494,-0.62270534
fxok,35.68835731294038,-78.6984738327189,20160831,2016-08-22,1.1619999408721924,S2,175,331,177,567,0.5241935,-0.75795245
dmny,35.63079031834041,-79.30327062679987,20150806,2015-08-08,17.5310001373291,L8,7755,8576,8040,18183,0.38679785,-0.3590194
cqso,35.88079873710396,-78.92417123253907,20151207,2015-12-16,5.083000183105469,S2,194,347,429,636,0.1943662,-0.619726
oecw,36.168941388076576,-79.07098267562272,20130801,2013-08-02,17.427000045776367,L8,7962,9232,8557,19583,0.39182657,-0.35922262
makv,35.87057847748946,-78.84239131921886,20180509,2018-05-09,12.416999816894531,S2,283,546,297,851,0.4825784,-0.738255
isyp,36.13000005857684,-79.11171656374594,20200818,2020-08-26,12.489999771118164,S2,214,326,162,546,0.5423729,-0.78524375
chtr,36.03000025835226,-78.68082916985041,20200318,2020-03-09,3.99399995803833,S2,252,374,285,608,0.3617021,-0.67506516
lhst,35.883746202900284,-78.94778217261705,20170517,NONE,11.618000030517578,NONE,0,,,,0,0
ojcp,35.66001080754364,-79.24899444877732,20200924,2020-09-30,2.6489999294281006,S2,100,210,131,424,0.52792794,-0.778481
gtzk,35.659984052937325,-79.24904349888892,20200924,2020-09-30,1.9259999990463257,S2,100,210,131,424,0.52792794,-0.778481
ilwk,35.87126517905169,-78.84786263621145,20181018,2018-10-21,7.442999839782715,S2,388,560,607,816,0.1468728,-0.5904936
fuim,35.7900025214537,-79.03800762333249,20211012,2021-10-20,3.484999895095825,S2,152,281,145,587,0.60382515,-0.7895919
vnng,34.965001940050406,-79.08324074441863,20160725,2016-07-25,5.809000015258789,L8,8447,9904,9061,20927,0.3956916,-0.35752976
aydk,35.649045878053215,-79.26935916328841,20170214,2017-02-08,1.2519999742507935,S2,428,704,837,1406,0.2536781,-0.5804529
zvmp,35.71132614246669,-79.15368562286098,20160915,NONE,3.3399999141693115,NONE,0,,,,0,0
liza,36.390001322801155,-78.85656234236671,20190730,2019-07-28,1.2450000047683716,S2,220,440,218,770,0.55870444,-0.7819083
aqef,35.64172849322451,-79.28295496240037,20210317,2021-03-09,17.790000915527344,S2,304,424,505,838,0.24795234,-0.59014016
efeb,35.71143316089197,-79.15348496331357,20160831,2016-08-22,3.4489998817443848,S2,165,374,181,677,0.5780886,-0.7930844
vkmp,35.624761613716146,-78.71537828481252,20160831,2016-08-22,0.9679999947547913,S2,180,290,174,445,0.4378029,-0.76180696
fhzt,36.43999676381239,-79.04334962639452,20190626,2019-07-03,1.6150000095367432,S2,320,537,477,1014,0.36016098,-0.74188894
lrpk,36.43999676381239,-79.0433986765061,20190626,2019-07-03,14.302000045776367,S2,320,537,477,1014,0.36016098,-0.74188894
nbaf,35.871947421512864,-78.85332949410297,20190410,2019-04-04,2.759000062942505,S2,968,1072,1159,1287,0.052330334,-0.17759877
ewhq,35.640051871228415,-79.28606741493567,20170821,NONE,1.9359999895095825,NONE,0,,,,0,0
zwsg,35.654361126508924,-79.00569697709922,20160511,2016-05-14,9.013999938964844,S2,195,370,213,664,0.51425314,-0.752839
laco,35.976000544595024,-78.72731083923154,20140512,2014-05-17,14.406999588012695,L8,7987,8758,8246,17249,0.35312808,-0.32648903
jhpx,35.97600054459503,-78.73128389827015,20140804,2014-07-29,1.659999966621399,L8,8247,9197,8597,20701,0.413134,-0.3847749
mxkz,35.43000145700479,-79.08600984617283,20210721,2021-07-23,2.446000099182129,L8,7243,9171,8481,20539,0.41550654,-0.3826321
uwrz,35.87048483636734,-78.84164664934293,20180509,2018-05-09,0.21799999475479126,S2,348,598,445,1007,0.38705233,-0.6523256
grpw,35.624761613716146,-78.71015667747893,20160622,NONE,7.744999885559082,NONE,0,,,,0,0
estu,35.976000544595024,-78.76235491441057,20160809,2016-08-10,3.319000005722046,L8,9951,9846,9905,19418,0.3244211,-0.3270913
nhhc,35.86020660843915,-78.75937177580582,20130627,NONE,2.8010001182556152,NONE,0,,,,0,0
gksi,35.871171537929555,-78.84711350723447,20181018,2018-10-21,0.5809999704360962,S2,981,1316,1479,1786,0.094027564,-0.3095488
chmr,35.65615368513241,-79.25616022417022,20131106,2013-11-06,5.008999824523926,L8,8293,9355,9816,16975,0.2672166,-0.28940374
lbxk,35.65288070495917,-79.26224243800712,20150622,2015-06-21,0.37599998712539673,L8,8179,8998,8331,22711,0.46324334,-0.43246397
hdum,35.71481315949049,-79.14720654903032,20160824,2016-08-22,6.454999923706055,S2,264,536,357,852,0.40942928,-0.7154234
uktt,35.976000544595024,-78.71165047633183,20130424,2013-04-21,2.5989999771118164,L8,8854,10758,9489,19128,0.33682775,-0.28006425
vzgb,36.17699898368015,-79.05422537386387,20130731,2013-08-02,4.841000080108643,L8,8055,9276,8623,20318,0.404098,-0.37311617
dzfk,35.63467419535796,-79.2960558012954,20150520,2015-05-20,1.565000057220459,L8,8027,8916,8130,22922,0.47636223,-0.43991455
